,color,duration,gross,genres,facenumber_in_poster,language,content_rating,budget,title_year,imdb_score,aspect_ratio,director_avg_gross,director_avg_score,director_movies,actor_average_score,actor_average_gross,actor_movies,gross_class
1828,Color,101.0,4476235.0,Crime|Horror|Mystery|Thriller,0.0,English,R,27000000.0,2004.0,6.4,2.35,47035708.77777778,6.0,9,4.062962962962963,33404591.11111111,9,2
1829,Color,104.0,1089365.0,Comedy|Drama,1.0,English,R,25000000.0,2008.0,5.7,2.35,51884990.08333334,6.65,12,3.621893004115227,17453647.151440326,39,2
1832,Color,91.0,20819129.0,Action|Comedy|Crime,1.0,English,PG,26000000.0,2009.0,5.2,1.85,91425361.33333331,5.4,3,1.3888888888888893,33420952.44444445,3,4
1833,Color,97.0,110222438.0,Comedy|Family|Fantasy|Music|Romance,2.0,English,PG,26000000.0,2003.0,6.1,1.85,10397365.0,5.4,1,3.0899470899470898,18623320.613756616,13,7
1834,Color,133.0,109243478.0,Comedy|Romance,1.0,English,R,26000000.0,2005.0,7.1,1.85,0.0,0.0,0,2.7222222222222214,42776219.88888889,4,7
1835,Color,123.0,100241322.0,Comedy|Drama|Romance,0.0,English,R,25000000.0,1998.0,7.2,2.35,0.0,0.0,0,1.6055555555555554,6970140.111111111,3,7
1836,Color,114.0,25977365.0,Crime|Drama|Mystery|Thriller,0.0,English,R,28000000.0,2014.0,6.5,2.35,0.0,0.0,0,1.5353276353276355,34964177.85754986,16,4
1837,Color,111.0,91457688.0,Action|Comedy|Crime,4.0,English,PG-13,26000000.0,1990.0,6.0,1.85,82362663.66666667,6.2666666666666675,3,0.9222222222222224,5027.777777777777,1,6
1838,Color,117.0,87341380.0,Action|Comedy|Crime,3.0,English,R,27000000.0,2008.0,7.0,2.35,395264.0,7.2,2,5.0240740740740755,63596124.50925925,18,6
1839,Color,121.0,65703412.0,Comedy|Drama|Romance,1.0,English,PG-13,26000000.0,1998.0,7.0,2.35,0.0,0.0,0,0.7222222222222222,6463059.555555556,2,6
1840,Color,139.0,58328680.0,Drama|Romance|Western,0.0,English,R,22000000.0,2003.0,7.5,2.35,100901119.5,7.0,2,5.134444444444445,47145060.06111112,17,5
1841,Color,115.0,61490000.0,Drama|Horror|Sci-Fi|Thriller,5.0,English,R,26000000.0,1990.0,6.6,2.35,0.0,0.0,0,0.6888888888888891,1421468.111111111,1,5
1843, Black and White,175.0,50800000.0,Drama|History|War,14.0,English,PG,26000000.0,1977.0,7.4,2.35,0.0,0.0,0,0.0,0.0,0,5
1844,Color,85.0,57859105.0,Mystery|Thriller,0.0,English,PG-13,26000000.0,2005.0,6.5,2.35,54924845.28571428,6.385714285714287,7,0.0,0.0,0,5
1845,Color,90.0,46455802.0,Horror|Thriller,0.0,English,R,26000000.0,2003.0,6.2,1.85,0.0,0.0,0,0.0,0.0,0,5
1847,Color,100.0,40168080.0,Action|Fantasy|Horror,0.0,English,R,26000000.0,2010.0,5.2,2.35,0.0,0.0,0,4.250757575757576,33092148.626262624,22,5
1848,Color,129.0,49874933.0,Comedy|Crime|Drama,4.0,English,R,26000000.0,2013.0,6.5,2.35,188311704.9,6.67,10,2.91,49317147.27777778,15,5
1849,Color,109.0,45489752.0,Comedy|Drama|Romance,2.0,English,PG-13,26000000.0,2004.0,6.5,1.85,101736215.0,7.0,1,2.2972222222222225,16714742.925925925,11,5
1850,Color,94.0,36985501.0,Action|Adventure|Comedy|Sci-Fi|Thriller,0.0,English,PG,26000000.0,2002.0,5.2,1.85,81059299.0,7.0,2,1.5388888888888888,19369188.25925926,7,4
1851,Color,133.0,33200000.0,Action|Crime|Drama|Western,4.0,English,PG-13,26000000.0,1985.0,7.2,2.35,0.0,0.0,0,0.8777777777777778,2388888.888888889,1,4
1852,Color,105.0,28501651.0,Drama|Thriller,0.0,English,R,26000000.0,2009.0,7.1,2.35,30981850.0,5.0,1,3.935648148148148,46514648.35648149,18,4
1853,Color,100.0,23222861.0,Action|Adventure|Comedy|Family|Romance|Sci-Fi,4.0,English,PG,26000000.0,2004.0,4.5,2.35,0.0,0.0,0,3.3462962962962965,24702483.64814815,10,4
1854,Color,113.0,54540525.0,Comedy|Romance,15.0,English,PG-13,56000000.0,2011.0,5.7,1.85,100113694.42857143,5.985714285714287,7,3.027777777777777,23167359.205387205,37,5
1856,Color,110.0,16005978.0,Crime|Mystery|Thriller,1.0,English,R,26000000.0,2012.0,6.4,2.35,54300939.5,7.3,2,1.4222222222222225,11226855.0,2,3
1857,Color,110.0,14469428.0,Comedy|Romance,2.0,English,PG-13,26000000.0,2004.0,5.2,1.85,60065242.6,5.7799999999999985,5,3.4305555555555562,57115964.38888889,9,3
1859,Color,101.0,1075288.0,Crime|Drama|Thriller,3.0,English,R,22000000.0,1996.0,6.1,1.85,0.0,0.0,0,1.5185185185185184,14160768.407407405,6,2
1861,Color,103.0,7496522.0,Comedy|Crime|Mystery|Romance,0.0,English,PG-13,26000000.0,2001.0,6.8,1.37,15065908.0,7.1,8,2.9055555555555554,31167101.722222224,7,2
1863,Color,95.0,20047715.0,Adventure|Family,1.0,English,PG,25530000.0,1996.0,5.2,2.35,0.0,0.0,0,0.0,0.0,0,4
1864,Color,117.0,12276810.0,Action|Mystery|Sci-Fi|Thriller,0.0,English,PG-13,26000000.0,2015.0,6.5,2.35,69905931.33333333,6.0,3,4.644444444444446,95487428.11111112,15,3
1866,Color,120.0,499263.0,Drama,0.0,Aramaic,R,30000000.0,2004.0,7.1,2.35,75600000.0,8.4,1,0.0,0.0,0,1
1867,Color,125.0,219200000.0,Comedy|Drama|Family|Romance,5.0,English,PG-13,25000000.0,1993.0,6.9,2.35,229673379.5,7.05,2,0.8333333333333334,15466322.361111112,4,9
1868,Color,133.0,172825435.0,Drama,3.0,English,R,25000000.0,1988.0,8.0,1.85,47424230.0,7.1000000000000005,3,0.7814814814814816,9432433.703703703,3,8
1869,Color,116.0,148085755.0,Drama,0.0,English,R,33000000.0,2008.0,8.2,2.35,57486989.08333334,7.183333333333334,12,0.7925925925925926,6960512.074074074,9,7
1870,Color,129.0,25517500.0,Biography|Drama|History,1.0,English,PG-13,25100000.0,2008.0,6.4,2.35,44547207.14285714,7.0,7,5.218148148148149,35508608.10925925,18,4
1872,Color,118.0,26761283.0,Drama|Romance,0.0,English,PG-13,26000000.0,2014.0,6.7,2.35,14060950.0,6.9,1,0.0,0.0,0,4
1873,Color,129.0,121945720.0,Action|Drama|Music|Romance,0.0,English,R,25000000.0,1992.0,6.1,1.85,0.0,0.0,0,2.5500000000000003,13669640.61111111,4,7
1874, Black and White,185.0,96067179.0,Biography|Drama|History,0.0,English,R,22000000.0,1993.0,8.9,1.85,207062093.0,7.8125,8,0.8444444444444444,1277899.2222222222,1,6
1875,Color,146.0,169705587.0,Drama,2.0,English,PG-13,25000000.0,2011.0,8.1,1.85,0.0,0.0,0,3.577777777777777,38470313.07407408,14,8
1876,Color,128.0,3254172.0,Biography|Drama|Thriller,1.0,English,R,28000000.0,2013.0,6.2,2.35,140908172.6,6.42,5,1.6555555555555557,12731484.333333336,3,2
1877,Color,93.0,84185387.0,Adventure|Comedy|Family|Fantasy|Horror|Mystery,0.0,English,PG,80000000.0,2004.0,4.9,1.85,135423810.0,5.0,2,4.046296296296297,44065147.2962963,9,6
1879,Color,97.0,82163317.0,Action|Horror|Thriller,0.0,English,R,30000000.0,2003.0,5.8,2.35,6448817.0,4.6,1,0.5555555555555556,3173769.5555555555,1,6
1881,Color,82.0,80920948.0,Action|Adventure|Animation|Comedy|Family|Sci-Fi,0.0,English,G,30000000.0,2001.0,6.0,1.85,0.0,0.0,0,2.066666666666667,15925456.444444446,3,6
1882,Color,85.0,80034302.0,Action|Adventure|Horror|Sci-Fi,0.0,English,PG-13,25000000.0,2008.0,7.0,1.85,0.0,0.0,0,1.9666666666666663,12879113.222222226,3,6
1883,Color,88.0,78656813.0,Action|Adventure|Comedy|Family|Sci-Fi,0.0,English,PG,25000000.0,1991.0,6.0,1.85,0.0,0.0,0,0.0,0.0,0,6
1884,Color,119.0,76270454.0,Crime|Drama|Thriller,1.0,English,R,25000000.0,1987.0,7.9,2.35,38299500.0,7.7,2,0.914814814814815,2125107.2222222225,3,6
1885,Color,122.0,74273505.0,Crime|Drama|Thriller,0.0,English,R,25000000.0,2007.0,8.1,2.35,39692139.0,6.2,1,5.594444444444443,44845674.55555556,16,6
1886,Color,99.0,134141530.0,Action|Comedy|Crime|Romance,1.0,English,PG-13,25000000.0,2014.0,6.2,2.35,99514162.66666669,6.166666666666668,3,2.657037037037037,24434216.711111113,10,7
1889,Color,95.0,89808372.0,Comedy,2.0,English,PG-13,45000000.0,2003.0,4.6,1.85,7022940.0,6.7,1,2.6888888888888887,24624903.18518519,7,6
1890,Color,105.0,77264926.0,Comedy|Family,5.0,English,PG,25000000.0,2012.0,6.1,1.85,54282654.0,6.025,4,3.5759259259259264,25092737.40740741,8,6
1891,Color,108.0,70625986.0,Comedy|Romance,1.0,English,R,25000000.0,2011.0,6.2,2.35,72566964.83333333,5.933333333333334,6,2.879292929292929,25606200.80808081,15,6
1892,Color,134.0,56505065.0,Action|Biography|Drama|History|Romance|Western,0.0,English,R,25000000.0,1993.0,7.8,2.35,150415432.0,6.4,1,1.6444444444444446,7867888.888888889,3,5
1893,Color,115.0,55973336.0,Action|Crime|Thriller,1.0,English,R,25000000.0,2000.0,6.1,2.35,0.0,0.0,0,2.2925925925925927,27203211.88888889,7,5
1896,Color,101.0,60443237.0,Drama|Romance,0.0,English,PG-13,25000000.0,2012.0,6.5,2.35,27220595.33333333,6.666666666666668,3,2.1244444444444444,15221924.777777778,7,5
1897,Color,96.0,82234139.0,Adventure|Drama|Family|Fantasy,3.0,English,PG,17000000.0,2007.0,7.2,1.85,0.0,0.0,0,3.381746031746032,26684745.46825397,14,6
1898,Color,101.0,51676606.0,Biography|Drama|Family,1.0,English,PG,25000000.0,2004.0,7.8,2.35,31252964.0,7.1,1,2.2266203703703704,31835042.694444444,20,5
1899,Color,100.0,52528330.0,Comedy|Drama,0.0,English,PG-13,25000000.0,2013.0,4.7,1.85,59161883.6,4.7799999999999985,5,1.7712962962962964,11147439.870370373,8,5
1900,Color,117.0,51533608.0,Action|Adventure|Drama|Thriller,1.0,English,R,25000000.0,2011.0,6.8,2.35,10460089.0,7.2,1,3.6759259259259256,52850037.73703704,17,5
1901,Color,101.0,51097664.0,Drama|Horror|Mystery|Thriller,0.0,English,R,30000000.0,2005.0,5.9,2.35,28563926.0,5.0,1,3.5970085470085467,19893781.542735044,32,5
1902,Color,98.0,84136909.0,Comedy,5.0,English,PG-13,26000000.0,2004.0,7.2,1.85,0.0,0.0,0,2.193650793650794,50163600.74603174,9,6
1903,Color,146.0,46836394.0,Biography|Crime|Drama,3.0,English,R,25000000.0,1990.0,8.7,1.85,15186365.5,7.575000000000001,4,1.6611111111111112,6036956.296296297,8,5
1904,Color,102.0,47285499.0,Action|Adventure|Comedy|Crime|Family|Romance|Thriller,3.0,English,PG,26000000.0,2003.0,5.0,2.35,0.0,0.0,0,3.494444444444445,23206075.44444445,8,5
1905,Color,97.0,47124400.0,Comedy|Family|Fantasy,0.0,English,PG,25000000.0,2005.0,6.6,2.35,0.0,0.0,0,2.2,12155262.944444446,4,5
1906,Color,142.0,44700000.0,Crime|Drama,0.0,English,R,25000000.0,1983.0,8.3,2.35,31899000.0,7.1,1,2.0222222222222217,21346883.55555556,2,5
1907,Color,98.0,44455658.0,Action|Adventure|Comedy|Crime,2.0,English,R,25000000.0,1997.0,6.7,1.85,108360000.0,6.3,1,2.1333333333333333,31101695.0,3,5
1909,Color,109.0,66489425.0,Action|Crime|Drama|Thriller,3.0,English,R,25000000.0,2012.0,6.5,2.35,0.0,0.0,0,2.2348888888888894,17120351.644444447,28,6
1910,Color,97.0,41067398.0,Action|Comedy|Crime|Thriller,2.0,English,R,25000000.0,1997.0,6.1,2.35,0.0,0.0,0,2.2555555555555555,10742500.333333334,3,5
1911,Color,158.0,40218903.0,Drama,0.0,English,R,25000000.0,2007.0,8.1,2.35,22208975.0,7.733333333333333,3,0.8888888888888888,2494552.777777777,1,5
1912,Color,85.0,39880476.0,Adventure|Animation|Comedy|Family|Fantasy,0.0,English,PG,25000000.0,2002.0,5.2,2.35,0.0,0.0,0,4.5814814814814815,39223077.14814815,10,4
1913,Color,80.0,39399750.0,Adventure|Animation|Comedy|Family|Fantasy|Musical,0.0,English,PG,25000000.0,2003.0,5.6,2.35,0.0,0.0,0,1.9777777777777776,29215791.5,4,4
1914,Color,86.0,38230435.0,Action|Comedy,3.0,English,PG-13,25000000.0,2002.0,5.8,1.85,34074895.0,6.7,1,2.7185185185185183,21400015.611111112,9,4
1915,Color,119.0,39008741.0,Comedy|Drama|Family|Romance,0.0,English,PG,25000000.0,2005.0,6.6,2.35,0.0,0.0,0,0.7777777777777778,649436.5555555556,1,4
1917,Color,97.0,48237389.0,Comedy|Romance,1.0,English,PG-13,25000000.0,2008.0,5.5,2.35,0.0,0.0,0,2.4833333333333334,23643594.05555556,4,5
1919,Color,124.0,36447959.0,Biography|Drama|Sport,0.0,English,PG,25000000.0,2014.0,7.0,2.39,12124171.0,6.9,2,2.2611111111111106,33002259.12962963,8,4
1921,Color,105.0,35990505.0,Comedy|Drama|Family|Romance,1.0,English,PG,20000000.0,2003.0,5.8,2.35,27087695.0,5.9,1,2.2407407407407405,25466524.38888889,6,4
1922,Color,104.0,35143332.0,Horror,0.0,English,R,17000000.0,2003.0,5.6,2.35,0.0,0.0,0,0.0,0.0,0,4
1923,Color,101.0,35000629.0,Comedy|Romance,1.0,English,R,25000000.0,2007.0,5.6,1.85,0.0,0.0,0,1.2833333333333334,4545219.222222222,3,4
1924,Color,101.0,34604054.0,Action|Crime|Drama|Thriller,2.0,English,R,30000000.0,2003.0,5.8,2.35,53865967.5,5.8,2,2.705555555555556,35323835.5,5,4
1925,Color,114.0,41597830.0,Drama|Romance,3.0,English,PG-13,25000000.0,2002.0,7.6,1.85,0.0,0.0,0,2.8425925925925934,16090704.018518515,7,5
1926,Color,105.0,33687630.0,Comedy|Romance,0.0,English,PG-13,20000000.0,2006.0,6.4,1.85,0.0,0.0,0,1.1,7885121.555555555,2,4
1928,Color,97.0,31526393.0,Action|Adventure|Horror|Thriller,0.0,English,PG-13,25000000.0,2004.0,4.6,2.35,17768000.0,5.9,1,1.4,3311406.5555555555,2,4
1930,Color,114.0,31655091.0,Drama|Music,0.0,English,PG,30000000.0,2007.0,7.5,2.35,0.0,0.0,0,2.139583333333334,19978164.63888889,18,4
1936,Color,88.0,25615792.0,Action|Comedy|Music,0.0,English,PG-13,25000000.0,2009.0,3.5,1.85,0.0,0.0,0,1.9222222222222225,28247024.55555556,3,4
1937,Color,142.0,28341469.0,Crime|Drama,0.0,English,R,25000000.0,1994.0,9.3,1.85,0.0,0.0,0,1.6833333333333336,20741406.416666668,5,4
1939,Color,117.0,24944213.0,Comedy|Sport,2.0,English,PG-13,27000000.0,1996.0,6.9,2.35,0.0,0.0,0,3.135185185185185,22561714.55555555,11,4
1940,Color,111.0,33631221.0,Crime|Drama|Thriller,1.0,English,R,25000000.0,2014.0,6.0,2.35,176740650.0,7.6,1,0.7250000000000001,4322293.333333333,4,4
1941,Color,121.0,37738400.0,Drama,3.0,English,R,25000000.0,2013.0,7.3,2.35,0.0,0.0,0,5.161111111111111,47312209.42857143,41,4
1943,Color,107.0,21835784.0,Comedy|Drama|Romance,3.0,English,PG-13,30000000.0,2005.0,6.6,1.85,0.0,0.0,0,0.0,0.0,0,4
1945,Color,136.0,21554585.0,Drama|Sport,0.0,English,R,25000000.0,1998.0,6.9,1.85,17228300.25,6.6375,8,1.4962962962962962,6407981.549382716,11,4
1946,Color,97.0,22200000.0,Comedy|Drama|Romance,3.0,English,PG-13,25000000.0,1994.0,6.8,1.85,0.0,0.0,0,2.6355555555555563,23266995.200000007,9,4
1949,Color,97.0,23527955.0,Action|Crime|Drama|Mystery|Thriller,1.0,English,PG-13,25000000.0,2010.0,6.4,2.35,61356221.0,5.2,1,2.061111111111112,16357990.962962965,6,4
1950,Color,99.0,24042490.0,Fantasy|Horror|Thriller,1.0,English,R,25000000.0,2010.0,5.6,1.85,0.0,0.0,0,0.7944444444444444,6151988.333333332,2,4
1951,Color,103.0,22466994.0,Action|Crime|Thriller,0.0,English,R,25000000.0,2007.0,6.3,2.35,0.0,0.0,0,2.0296296296296297,18213022.435185187,8,4
1952,Color,95.0,17791031.0,Comedy|Drama|Romance|Thriller,0.0,English,R,25000000.0,2002.0,7.3,2.35,24417947.0,7.95,2,2.9703703703703703,28807755.48148148,6,3
1953,Color,93.0,17718223.0,Comedy,5.0,English,R,25000000.0,2004.0,6.6,1.85,0.0,0.0,0,2.5444444444444443,38873359.1962963,14,3
1955,Color,90.0,16647384.0,Adventure|Comedy|Family|Romance,1.0,English,PG,26000000.0,2006.0,5.1,2.35,0.0,0.0,0,0.0,0.0,0,3
1956,Color,107.0,16118077.0,Drama,0.0,English,R,25000000.0,1988.0,5.6,1.85,0.0,0.0,0,1.522222222222222,25352222.222222224,3,3
1959,Color,115.0,15045676.0,Drama|Fantasy|Mystery|Thriller,1.0,English,PG-13,16000000.0,2009.0,5.6,2.35,727883.0,8.1,1,3.3888888888888893,26109355.66666667,7,3
1960,Color,93.0,17427926.0,Horror,0.0,English,R,8000000.0,2008.0,5.9,2.35,0.0,0.0,0,1.1555555555555557,5243353.722222222,3,3
1961,Color,99.0,14983572.0,Comedy|Drama|Romance,1.0,English,PG-13,25000000.0,2000.0,4.7,1.85,53146000.0,6.1,1,2.761111111111111,20432456.611111112,6,3
1962,Color,107.0,14637490.0,Horror|Mystery|Thriller,2.0,English,R,25000000.0,2010.0,4.8,2.35,51291991.44444445,6.2444444444444445,9,1.6,16413721.888888888,2,3
1963,Color,110.0,14589444.0,Comedy|Drama|Romance,2.0,English,R,25000000.0,2004.0,6.8,1.85,55762229.0,4.8,1,0.0,0.0,0,3
1964,Color,101.0,14095303.0,Action|Crime|Mystery|Romance|Thriller,1.0,English,R,25000000.0,1996.0,5.4,2.35,0.0,0.0,0,1.4555555555555555,7058113.444444445,2,3
1965,Color,85.0,13973532.0,Comedy|Crime,1.0,English,PG-13,25000000.0,2002.0,5.1,1.85,30628981.0,5.0,1,2.207407407407408,8372764.3703703685,5,3
1968,Color,90.0,18860403.0,Horror|Thriller,0.0,English,PG-13,25000000.0,2011.0,4.0,1.85,48308598.0,5.966666666666666,3,2.038888888888889,63707871.38888889,5,3
1969,Color,145.0,13038660.0,Drama,1.0,English,R,25000000.0,1999.0,7.3,1.85,49994804.0,6.3,1,0.0,0.0,0,3
1970,Color,110.0,28831145.0,Drama|Sport,1.0,English,R,25000000.0,2014.0,6.8,2.35,72289682.14285715,5.9714285714285715,7,3.9629629629629632,52699863.42592592,14,4
1973,Color,122.0,11538204.0,Crime|Drama|History,0.0,English,PG-13,25000000.0,2010.0,7.0,2.35,43966015.0,6.8,4,5.828994708994709,48679832.36878306,34,3
1974,Color,107.0,11008432.0,Biography|Drama|Sport,0.0,English,PG-13,25000000.0,2005.0,7.1,1.85,4599680.0,6.8,1,3.9499999999999993,30430181.19444445,9,3
1976,Color,99.0,11100000.0,Action|Adventure|Comedy|Fantasy,1.0,English,PG-13,25000000.0,1986.0,7.3,2.35,32923139.66666667,7.583333333333332,6,0.0,0.0,0,3
1978,Color,140.0,13651662.0,Drama|Sport,1.0,English,PG-13,25000000.0,2011.0,8.2,2.35,27120580.66666667,6.966666666666666,3,5.214814814814815,114004543.2222222,10,3
1980,Color,271.0,10769960.0,Drama|History|War,0.0,English,PG,25000000.0,1993.0,7.7,1.85,0.0,0.0,0,0.7999999999999999,6655491.444444444,2,3
1981,Color,112.0,10911750.0,Drama|War,2.0,English,R,25000000.0,2008.0,6.5,1.85,11533945.0,7.6,1,1.4972222222222225,9543452.472222222,7,3
1982,Color,99.0,10719367.0,Drama|Music|Mystery|Romance|Thriller,3.0,English,PG-13,25000000.0,2002.0,4.9,2.35,0.0,0.0,0,3.744444444444445,29251809.94444445,7,3
1983,Color,100.0,10114315.0,Drama|Mystery|Thriller,0.0,English,PG-13,25000000.0,1999.0,6.4,2.35,0.0,0.0,0,0.0,0.0,0,3
1984,Color,92.0,49122319.0,Horror|Thriller,0.0,English,PG-13,14000000.0,2012.0,5.9,2.35,0.0,0.0,0,0.7000000000000001,10848308.666666666,2,5
1985,Color,105.0,10070000.0,Comedy|Drama|Romance,3.0,English,PG-13,25000000.0,1996.0,6.2,1.85,13854000.0,5.2,1,0.8222222222222223,6822222.222222223,1,3
1986,Color,110.0,10324441.0,Action|Drama|Thriller,1.0,English,R,25000000.0,2011.0,5.8,2.35,13060591.666666664,6.9,3,1.2444444444444442,7697012.0,2,3
1987,Color,116.0,7156933.0,Comedy|Drama,0.0,English,R,25000000.0,2006.0,6.7,1.85,9703871.333333334,7.2,3,2.336111111111111,11369688.166666664,7,2
1988,Color,88.0,9286314.0,Action|Crime|Drama|Thriller,1.0,English,R,17000000.0,1991.0,5.9,1.85,20257000.0,5.2,1,0.0,0.0,0,2
1989,Color,111.0,56692.0,Adventure|Drama,2.0,English,R,25000000.0,2009.0,7.3,2.35,0.0,0.0,0,5.9312962962962965,42717234.26146384,44,1
1991,Color,95.0,5654777.0,Action|Comedy|Crime|Drama|Thriller,3.0,English,PG-13,25000000.0,2005.0,4.1,2.35,0.0,0.0,0,2.092592592592593,18108856.962962966,6,2
1992,Color,95.0,5516708.0,Comedy|Romance,2.0,English,R,25000000.0,2001.0,4.9,1.85,0.0,0.0,0,2.1555555555555554,3087721.6111111105,4,2
1995,Color,104.0,4064333.0,Action|Comedy|Sci-Fi,0.0,English,R,25000000.0,1995.0,5.2,2.35,34872293.0,4.9,1,0.7999999999999999,11939865.0,1,2
1996,Color,95.0,4006906.0,Comedy|Crime,7.0,English,PG-13,15000000.0,2005.0,4.1,1.85,0.0,0.0,0,4.427777777777779,54687280.66666666,9,2
1998,Color,92.0,1550000.0,Action|Adventure|Fantasy|Horror,2.0,English,R,25000000.0,2005.0,2.9,2.35,0.0,0.0,0,2.9703703703703703,13048164.222222226,8,2
2002,Color,117.0,777423.0,Biography|Drama|Sport,0.0,English,PG-13,25000000.0,1998.0,7.2,2.35,0.0,0.0,0,0.7555555555555555,11231906.777777778,1,1
2005,Color,122.0,1697956.0,Crime|Drama,2.0,English,R,20000000.0,2009.0,6.7,1.85,5484375.0,7.3,1,2.1707602339181284,8071726.976608188,24,2
2008,Color,117.0,134904.0,Comedy|Drama|Romance|Sport,9.0,English,R,25000000.0,2010.0,5.7,1.78,43346384.25,7.35,4,2.738888888888889,22120351.33333333,6,1
2011,Color,138.0,16969390.0,Crime|Drama|Thriller,4.0,English,R,25000000.0,2013.0,5.3,2.35,73621434.58333333,7.175,12,5.6619183285849966,77233891.19563153,33,3
2016,Color,119.0,34700000.0,Drama|Romance,2.0,English,R,14000000.0,1988.0,7.7,1.85,0.0,0.0,0,0.7888888888888889,511111.11111111107,1,4
2018,Color,119.0,109713132.0,Adventure|Comedy|Sci-Fi,5.0,English,PG,25000000.0,1986.0,7.3,2.35,76400000.0,6.6,1,3.0666666666666664,35200000.0,8,7
2019,Color,139.0,70269171.0,Drama|Sport,0.0,English,PG,24000000.0,2006.0,7.2,1.85,0.0,0.0,0,2.4111111111111105,13963031.4,13,6
2020,Color,114.0,28772222.0,Action|Crime|Sport|Thriller,1.0,English,PG-13,105000000.0,2015.0,5.3,2.35,0.0,0.0,0,5.257407407407407,68733259.42592593,19,4
2021,Color,120.0,101334374.0,Horror|Mystery,5.0,English,R,24000000.0,1997.0,6.1,2.35,38800293.4,6.62,5,1.4500000000000002,10065491.74074074,5,7
2022,Color,98.0,1512815.0,Action|Drama|Western,0.0,English,R,25000000.0,2016.0,5.8,2.35,23753351.0,7.274999999999999,4,4.6381054131054125,39936298.67806269,26,2
2023,Color,106.0,65182182.0,Comedy|Romance,8.0,English,PG-13,24000000.0,2014.0,5.7,2.35,99514162.66666669,6.166666666666668,3,4.3925925925925915,46123124.40740741,13,6
2024,Color,98.0,57262492.0,Comedy|Crime,4.0,English,R,24000000.0,2000.0,6.7,1.85,41664584.0,6.6,2,2.132407407407407,20426529.453703705,17,5
2025,Color,107.0,80000000.0,Drama|Music|Romance,0.0,English,PG,8200000.0,1984.0,6.5,1.85,0.0,0.0,0,0.0,0.0,0,6
2026,Color,88.0,74608545.0,Comedy,4.0,English,R,24000000.0,2003.0,7.2,2.35,68525609.0,6.5,1,0.6629629629629631,3220396.4259259263,6,6
2027,Color,137.0,41895491.0,Comedy|Drama|Fantasy,1.0,English,R,24000000.0,1991.0,7.6,1.85,0.0,0.0,0,0.7555555555555555,166666.66666666663,1,5
2028,Color,100.0,39989008.0,Horror|Mystery,2.0,English,R,24000000.0,1998.0,4.6,2.35,0.0,0.0,0,2.766666666666667,29274784.44444445,6,4
2029,Color,115.0,32662299.0,Comedy|Drama|Romance,1.0,English,PG,24000000.0,2000.0,6.9,1.85,0.0,0.0,0,4.544444444444443,45399209.5,8,4
2030,Color,101.0,31452765.0,Comedy|Romance,7.0,English,R,24000000.0,2008.0,6.6,1.85,18199427.0,7.171428571428571,7,1.6555555555555557,12488289.777777774,2,4
2032,Color,94.0,32416109.0,Comedy|War,0.0,English,R,25000000.0,2009.0,6.2,2.35,0.0,0.0,0,4.501728395061728,47742518.45802469,39,4
2033,Color,88.0,20218.0,Action|Comedy|Crime|Thriller,2.0,English,PG-13,24000000.0,2001.0,5.3,2.35,0.0,0.0,0,2.2055555555555557,23675029.0,4,1
2034,Color,127.0,28871190.0,Biography|Drama,0.0,English,R,24000000.0,1999.0,7.3,1.85,44886089.0,6.9,1,2.1888888888888887,25399354.66666667,3,4
2035,Color,95.0,16964743.0,Comedy|Romance,1.0,English,PG-13,24000000.0,2004.0,5.6,2.35,95001351.0,6.2,1,3.551851851851852,32267254.90740741,8,3
2036,Color,87.0,16290976.0,Adventure|Comedy|Family|Fantasy|Music|Sci-Fi,0.0,English,G,24000000.0,1999.0,6.2,1.85,0.0,0.0,0,3.2888888888888888,27306608.944444444,6,3
2037,Color,118.0,13000000.0,Adventure|Family|Fantasy|Music|Musical,0.0,English,G,24000000.0,1978.0,5.2,1.85,0.0,0.0,0,0.0,0.0,0,3
2038,Color,107.0,12372410.0,Comedy|Sport,1.0,English,PG-13,24000000.0,2000.0,5.3,1.85,52885587.0,6.4,1,5.272222222222221,36033849.5,13,3
2039,Color,124.0,8427204.0,Comedy|Drama|Sport,0.0,English,R,24000000.0,1999.0,5.4,2.35,53854588.0,6.3,1,2.4,17169883.0,3,2
2040,Color,89.0,9639242.0,Comedy|Romance,0.0,English,PG-13,24000000.0,2011.0,4.9,1.85,1150403.0,7.1,1,1.2333333333333332,9175993.055555554,3,2
2041,Color,88.0,25003072.0,Comedy|Horror,0.0,English,R,24000000.0,2010.0,5.5,2.35,36234501.5,6.300000000000002,2,1.5499999999999998,9765317.407407407,5,4
2042, Black and White,118.0,6144806.0,Biography|Drama|Music|Musical,1.0,English,PG-13,23000000.0,2004.0,6.7,2.35,326308.0,6.1,1,3.803703703703704,30572988.027777776,18,2
2046,Color,98.0,23225911.0,Action|Crime|Drama|Thriller,1.0,English,R,24000000.0,2010.0,6.5,2.35,46152483.0,7.050000000000002,2,5.9,62406167.16666666,20,4
2048,Color,88.0,75590286.0,Adventure|Comedy|Horror|Sci-Fi,4.0,English,R,23600000.0,2009.0,7.7,2.35,0.0,0.0,0,2.3462962962962965,15908525.530864196,23,6
2050, Black and White,90.0,161487252.0,Comedy|Sport,0.0,English,PG-13,20000000.0,1998.0,6.1,1.85,0.0,0.0,0,1.4333333333333336,4680444.444444444,2,8
