,color,duration,gross,genres,facenumber_in_poster,language,content_rating,budget,title_year,imdb_score,aspect_ratio,director_avg_gross,director_avg_score,director_movies,actor_average_score,actor_average_gross,actor_movies,gross_class
0,Color,178.0,760505847.0,Action|Adventure|Fantasy|Sci-Fi,0.0,English,PG-13,237000000.0,2009.0,7.9,1.78,229844012.6,7.88,5,4.8925925925925915,47328520.22222222,12,9
1,Color,169.0,309404152.0,Action|Adventure|Fantasy,0.0,English,PG-13,300000000.0,2007.0,7.1,2.35,201924934.75,7.025,4,4.006613756613757,91718405.5179894,32,9
3,Color,164.0,448130642.0,Action|Thriller,0.0,English,PG-13,250000000.0,2012.0,8.5,2.35,196184249.16666663,8.383333333333335,6,5.126666666666667,88344143.97460318,30,9
5,Color,132.0,73058679.0,Action|Adventure|Sci-Fi,1.0,English,PG-13,263700000.0,2012.0,6.6,2.35,302322879.5,8.3,2,2.8777777777777778,18140621.222222224,5,6
6,Color,156.0,336530303.0,Action|Adventure|Romance,0.0,English,PG-13,258000000.0,2007.0,6.2,2.35,165935360.0,7.3,5,4.45462962962963,74905908.78703704,33,9
7,Color,100.0,200807262.0,Adventure|Animation|Comedy|Family|Fantasy|Musical|Romance,1.0,English,PG,260000000.0,2010.0,7.8,1.85,0.0,0.0,0,3.083333333333333,68590775.11111109,5,9
8,Color,141.0,458991599.0,Action|Adventure|Sci-Fi,4.0,English,PG-13,250000000.0,2015.0,7.5,2.35,423965009.6666667,8.066666666666666,3,4.864661103791538,178376239.76865268,50,9
10,Color,183.0,330249062.0,Action|Adventure|Sci-Fi,0.0,English,PG-13,250000000.0,2016.0,6.9,2.35,116991970.0,7.2142857142857135,7,0.7083333333333334,11769673.055555554,4,9
11,Color,169.0,200069408.0,Action|Adventure|Sci-Fi,0.0,English,PG-13,209000000.0,2006.0,6.1,2.35,90286011.5,8.0,2,4.392378917378917,23708082.27065527,24,9
13,Color,151.0,423032628.0,Action|Adventure|Fantasy,2.0,English,PG-13,225000000.0,2006.0,7.3,2.35,128222370.33333331,6.933333333333333,3,4.031111111111111,76452794.57777779,29,9
14,Color,150.0,89289910.0,Action|Adventure|Western,1.0,English,PG-13,215000000.0,2013.0,6.5,2.35,206718514.16666663,7.066666666666666,6,3.096203703703704,30346660.78518519,45,6
15,Color,143.0,291021565.0,Action|Adventure|Fantasy|Sci-Fi,0.0,English,PG-13,225000000.0,2013.0,7.2,2.35,87987037.5,7.216666666666666,6,4.198148148148149,33249899.11111112,10,9
16,Color,150.0,141614023.0,Action|Adventure|Family|Fantasy,4.0,English,PG,225000000.0,2008.0,6.6,2.35,331944299.0,7.333333333333332,3,0.7866666666666667,4368347.044444445,5,7
17,Color,173.0,623279547.0,Action|Adventure|Sci-Fi,3.0,English,PG-13,220000000.0,2012.0,8.1,1.85,25335935.0,8.0,1,3.958774250440917,65954783.40255732,36,9
18,Color,136.0,241063875.0,Action|Adventure|Fantasy,4.0,English,PG-13,250000000.0,2011.0,6.7,2.35,82456260.66666667,6.7666666666666675,3,2.202880658436214,21997651.584362134,29,9
19,Color,106.0,179020854.0,Action|Adventure|Comedy|Family|Fantasy|Sci-Fi,1.0,English,PG-13,225000000.0,2012.0,6.8,1.85,124525560.0,6.4,6,2.2809523809523813,22476264.3968254,16,8
21,Color,153.0,262030663.0,Action|Adventure|Fantasy,0.0,English,PG-13,230000000.0,2012.0,7.0,2.35,32391374.0,7.7,1,3.5476190476190483,32041259.49206349,11,9
22,Color,156.0,105219735.0,Action|Adventure|Drama|History,0.0,English,PG-13,200000000.0,2010.0,6.7,2.35,65177257.6,7.239999999999998,10,3.4433333333333334,25489920.457407404,14,7
23,Color,186.0,258355354.0,Adventure|Fantasy,6.0,English,PG-13,225000000.0,2013.0,7.9,2.35,201365958.5,7.75,4,0.0,0.0,0,9
24,Color,113.0,70083519.0,Adventure|Family|Fantasy,2.0,English,PG-13,180000000.0,2007.0,6.1,2.35,64172251.0,5.4,1,3.025,52457523.37962963,12,6
26,Color,194.0,658672302.0,Drama|Romance,0.0,English,PG-13,200000000.0,1997.0,7.7,2.35,122636940.25,7.924999999999999,4,2.4722222222222228,9047870.222222222,4,9
27,Color,147.0,407197282.0,Action|Adventure|Sci-Fi,0.0,English,PG-13,250000000.0,2016.0,8.2,2.35,111895084.66666669,6.599999999999999,3,5.538735177865613,170072359.31803542,51,9
28,Color,131.0,65173160.0,Action|Adventure|Sci-Fi|Thriller,0.0,English,PG-13,209000000.0,2012.0,5.9,2.35,83199332.75,6.625000000000001,4,2.1905723905723904,35863825.06734007,15,6
29,Color,124.0,652177271.0,Action|Adventure|Sci-Fi|Thriller,0.0,English,PG-13,150000000.0,2015.0,7.0,2.0,4007792.0,7.0,1,4.372169312169311,43370556.29523811,25,9
31,Color,135.0,373377893.0,Action|Adventure|Fantasy|Romance,1.0,English,PG-13,200000000.0,2004.0,7.3,2.35,114074726.75,7.3,4,4.314074074074074,65826768.53518518,21,9
32,Color,195.0,408992272.0,Action|Adventure|Sci-Fi,3.0,English,PG-13,200000000.0,2013.0,7.2,2.35,4235837.0,7.6,1,5.356613756613757,138863857.54365078,46,9
33,Color,108.0,334185206.0,Adventure|Family|Fantasy,0.0,English,PG,200000000.0,2010.0,6.5,1.85,115765984.1818182,7.063636363636364,11,3.8248309178743964,49416100.97471821,37,9
35,Color,104.0,268488329.0,Adventure|Animation|Comedy|Family|Fantasy,0.0,English,G,200000000.0,2013.0,7.3,1.85,0.0,0.0,0,6.1673721340388,64578264.89770722,32,9
36,Color,150.0,402076689.0,Action|Adventure|Sci-Fi,0.0,English,PG-13,200000000.0,2009.0,6.0,2.35,141085197.625,6.8,8,2.848148148148148,23549970.88888889,6,9
37,Color,165.0,245428137.0,Action|Adventure|Sci-Fi,2.0,English,PG-13,210000000.0,2014.0,5.7,2.35,175726543.8181818,6.654545454545455,11,2.7055555555555557,15726790.0,5,9
38,Color,130.0,234903076.0,Adventure|Family|Fantasy,4.0,English,PG,215000000.0,2013.0,6.4,2.35,193099343.25,6.9375,8,3.593148148148148,48091868.1,25,9
39,Color,142.0,202853933.0,Action|Adventure|Fantasy|Sci-Fi,0.0,English,PG-13,200000000.0,2014.0,6.7,2.35,147211018.5,7.35,2,4.580555555555555,72951174.91666667,15,9
40,Color,125.0,172051787.0,Action|Adventure|Sci-Fi,0.0,English,PG,170000000.0,2010.0,6.8,2.35,0.0,0.0,0,2.827272727272728,22490899.83838384,20,8
41,Color,106.0,191450875.0,Adventure|Animation|Comedy|Family|Sport,0.0,English,G,200000000.0,2011.0,6.3,2.35,211116269.5,7.65,4,4.196666666666666,30848757.844444446,11,8
42,Color,123.0,116593191.0,Action|Adventure|Sci-Fi,2.0,English,PG-13,200000000.0,2011.0,5.6,2.35,53006778.75,6.25,4,2.57962962962963,39942922.03703704,7,7
43,Color,103.0,414984497.0,Adventure|Animation|Comedy|Family|Fantasy,3.0,English,G,200000000.0,2010.0,8.3,1.85,0.0,0.0,0,5.125217864923747,102885169.54248369,30,9
44,Color,118.0,125320003.0,Action|Adventure|Sci-Fi,0.0,English,PG-13,200000000.0,2009.0,6.6,2.35,89841239.66666667,5.8,3,3.8259259259259264,35670522.05555555,17,7
45,Color,140.0,350034110.0,Action|Crime|Thriller,0.0,English,PG-13,190000000.0,2015.0,7.2,2.35,67926383.8,7.08,5,2.9809523809523815,41264116.13756614,41,9
46,Color,123.0,202351611.0,Action|Adventure|Horror|Sci-Fi|Thriller,0.0,English,PG-13,190000000.0,2013.0,7.0,2.35,27880566.6,7.38,5,3.2748812915479584,31854386.21415005,26,9
47,Color,149.0,233914986.0,Action|Adventure|Fantasy|Sci-Fi|Thriller,7.0,English,PG-13,200000000.0,2014.0,8.0,2.35,105778152.2,7.1,5,3.1546296296296297,48107203.14814814,30,9
48,Color,132.0,228756232.0,Action|Adventure|Sci-Fi,0.0,English,PG-13,190000000.0,2013.0,7.8,2.35,172687192.33333334,7.333333333333332,3,3.135185185185185,53228595.092592604,9,9
49,Color,114.0,65171860.0,Adventure|Fantasy,1.0,English,PG-13,195000000.0,2013.0,6.3,2.35,115929725.25,7.300000000000002,4,3.203703703703704,33613111.425925925,14,6
51,Color,116.0,90755643.0,Action|Adventure|Fantasy|Romance,2.0,English,PG-13,200000000.0,2010.0,6.6,2.35,29660476.75,6.65,4,2.323148148148148,9086412.564814817,11,6
52,Color,131.0,101785482.0,Action|Adventure|Sci-Fi,0.0,English,PG-13,190000000.0,2013.0,7.0,1.85,72144975.33333333,6.833333333333332,3,4.2851851851851865,20855243.740740746,14,7
53,Color,154.0,352358779.0,Action|Adventure|Sci-Fi,2.0,English,PG-13,195000000.0,2011.0,6.3,2.35,170084252.22222218,6.711111111111111,9,2.7370370370370374,87504967.72222222,8,9
54,Color,122.0,317011114.0,Action|Adventure|Fantasy,2.0,English,PG-13,185000000.0,2008.0,6.2,2.35,182505149.38888893,7.688888888888888,18,3.972222222222221,55464276.42787524,28,9
56,Color,93.0,237282182.0,Adventure|Animation|Comedy|Family|Fantasy,0.0,English,PG,185000000.0,2012.0,7.2,2.35,0.0,0.0,0,5.648518518518517,107553819.73333332,15,9
57,Color,122.0,130468626.0,Action|Adventure|Sci-Fi|Thriller,4.0,English,PG-13,185000000.0,2016.0,7.5,2.35,69038042.25,6.675,4,0.0,0.0,0,7
58,Color,98.0,223806889.0,Adventure|Animation|Family|Sci-Fi,0.0,English,G,180000000.0,2008.0,8.4,2.35,380838870.0,8.2,1,4.94537037037037,93430209.76851852,17,9
59,Color,91.0,140080850.0,Action|Comedy|Crime|Thriller,2.0,English,PG-13,140000000.0,2007.0,6.2,2.35,92824517.25,6.425000000000002,4,1.4148148148148147,15081613.333333336,4,7
60,Color,158.0,166112167.0,Action|Adventure|Sci-Fi,0.0,English,PG-13,200000000.0,2009.0,5.8,2.35,202064773.3333333,6.8,3,3.045833333333333,19181263.361111112,15,8
61,Color,96.0,137850096.0,Animation|Drama|Family|Fantasy,0.0,English,PG,200000000.0,2009.0,6.8,2.35,137757230.7,7.35,10,4.3925925925925915,33981913.69259259,19,7
62,Color,127.0,47375327.0,Action|Adventure|Sci-Fi,1.0,English,PG-13,176000000.0,2015.0,5.4,2.35,125150901.25,7.35,4,3.733333333333334,43457772.51851852,28,5
63,Color,110.0,124051759.0,Action|Adventure|Drama|Romance,2.0,English,PG-13,180000000.0,2016.0,6.6,2.35,0.0,0.0,0,3.7981481481481487,37800007.46296296,9,7
64,Color,150.0,291709845.0,Adventure|Family|Fantasy,5.0,English,PG,180000000.0,2005.0,6.9,2.35,352061526.0,7.550000000000002,2,1.5750000000000002,11930471.555555554,5,9
65,Color,144.0,154985087.0,Action|Adventure|Sci-Fi,6.0,English,PG-13,178000000.0,2016.0,7.3,2.35,127134291.16666669,7.25,6,3.1407407407407413,48961106.85185185,21,8
66,Color,152.0,533316061.0,Action|Crime|Drama|Thriller,0.0,English,PG-13,185000000.0,2008.0,9.0,2.35,87805145.75,8.125,4,5.565685425685426,55099223.72047459,45,9
67,Color,96.0,292979556.0,Adventure|Animation|Comedy|Family,1.0,English,PG,175000000.0,2009.0,8.3,1.85,289907418.0,8.1,1,4.753518518518519,86401641.98333333,16,9
68,Color,94.0,198332128.0,Action|Adventure|Animation|Comedy|Family|Sci-Fi,2.0,English,PG,175000000.0,2009.0,6.5,2.35,0.0,0.0,0,4.019444444444445,44807294.66666666,11,8
69,Color,126.0,318298180.0,Action|Adventure|Sci-Fi,3.0,English,PG-13,140000000.0,2008.0,7.9,2.35,68911884.0,6.466666666666666,3,3.7698765432098766,25866715.30246913,35,9
70,Color,126.0,73820094.0,Adventure|Drama|Family|Mystery,0.0,English,PG,170000000.0,2011.0,7.5,1.85,51708784.21428572,7.649999999999999,14,4.469444444444443,88327130.44444443,17,6
71,Color,106.0,113745408.0,Action|Comedy|Sci-Fi|Western,2.0,English,PG-13,170000000.0,1999.0,4.8,1.85,145242287.0,7.0,3,3.8509259259259263,33921349.175925925,11,7
72,Color,112.0,102176165.0,Action|Adventure|Fantasy|Horror|Thriller,2.0,English,PG-13,145000000.0,2008.0,5.2,2.35,90706932.125,6.0875,8,2.7010582010582014,37486053.51851852,13,7
73,Color,123.0,161087183.0,Action|Adventure|Comedy|Sci-Fi,8.0,English,PG-13,175000000.0,2016.0,6.9,2.35,29573590.16666667,6.75,6,1.95,29312303.022875816,20,8
74,Color,96.0,100289690.0,Comedy|Family|Fantasy,0.0,English,PG,175000000.0,2007.0,5.4,2.35,131675013.0,6.466666666666666,6,5.4459757834757845,82673685.71011396,32,7
75,Color,113.0,100189501.0,Action|Adventure|Sci-Fi,1.0,English,PG-13,178000000.0,2014.0,7.9,2.35,69808587.66666667,7.0,6,2.954100529100529,49220815.32010582,27,7
76,Color,176.0,88246220.0,Action|Adventure|Sci-Fi|Thriller,0.0,English,PG-13,175000000.0,1995.0,6.1,1.85,82902535.0,6.65,2,0.7111111111111111,222222.22222222228,1,6
77,Color,118.0,150167630.0,Action|Adventure|Sci-Fi|Thriller,4.0,English,PG-13,175000000.0,2009.0,5.8,2.35,79085881.0,6.166666666666668,3,2.9016835016835016,21498664.25589226,21,8
78,Color,95.0,356454367.0,Adventure|Animation|Comedy|Drama|Family|Fantasy,1.0,English,PG,175000000.0,2015.0,8.3,1.85,291443487.0,8.2,2,3.2559523809523814,40168709.52380953,15,9
80,Color,124.0,312057433.0,Action|Adventure|Sci-Fi,4.0,English,PG-13,200000000.0,2010.0,7.0,2.35,131258458.0,6.824999999999998,4,4.7216049382716045,67628168.18430334,40,9
81,Color,132.0,155111815.0,Action|Adventure|Drama|Fantasy,0.0,English,PG-13,170000000.0,2012.0,6.1,2.35,0.0,0.0,0,3.366111111111111,79769997.26111111,18,8
82,Color,97.0,241407328.0,Action|Adventure|Family|Fantasy|Romance,2.0,English,PG,180000000.0,2014.0,7.0,2.35,0.0,0.0,0,2.824786324786325,46272602.28062678,21,9
83,Color,130.0,208543795.0,Action|Adventure|Drama|Sci-Fi,0.0,English,PG-13,170000000.0,2014.0,7.6,1.85,80034302.0,7.0,1,4.9651587301587305,43563362.498941794,34,9
85,Color,128.0,38297305.0,Action|Adventure|Drama|Fantasy,2.0,English,PG-13,175000000.0,2013.0,6.3,2.35,0.0,0.0,0,2.8317460317460323,24410281.121693127,28,4
86,Color,136.0,259746958.0,Action|Adventure|Sci-Fi,1.0,English,PG-13,170000000.0,2014.0,7.8,2.35,37969148.0,6.0,2,4.633703703703704,100885902.7962963,23,9
87,Color,93.0,238371987.0,Adventure|Animation|Comedy|Family|Fantasy,2.0,English,PG,165000000.0,2010.0,6.4,2.35,64737260.5,5.95,2,2.083333333333333,14479292.0,6,9
88,Color,130.0,93417865.0,Action|Adventure|Family|Mystery|Sci-Fi,2.0,English,PG,190000000.0,2015.0,6.5,2.2,175099324.25,7.85,4,3.5277248677248667,18631541.295238093,22,6
89,Color,102.0,222487711.0,Action|Adventure|Animation|Comedy|Drama|Family|Sci-Fi,0.0,English,PG,165000000.0,2014.0,7.9,2.39,0.0,0.0,0,0.9888888888888888,14542116.555555558,2,9
90,Color,101.0,189412677.0,Adventure|Animation|Comedy|Family|Sci-Fi,1.0,English,PG,165000000.0,2012.0,7.8,2.35,0.0,0.0,0,4.409259259259258,60631869.7962963,10,8
91,Color,100.0,665426.0,Adventure|Animation|Family|Fantasy,0.0,English,G,165000000.0,2004.0,6.6,2.35,161843114.0,7.575,8,1.72008547008547,31070039.21794872,15,1
92,Color,120.0,102315545.0,Action|Adventure|Sci-Fi,0.0,English,PG-13,165000000.0,2016.0,5.5,2.35,140932770.83333334,6.183333333333334,6,4.533994708994709,55564028.00396826,19,7
93,Color,98.0,217387997.0,Adventure|Animation|Family|Fantasy,0.0,English,PG,165000000.0,2010.0,8.2,2.35,145771527.0,7.2,1,2.8716049382716045,15792292.080246912,13,9
94,Color,109.0,150350192.0,Action|Sci-Fi,0.0,English,R,200000000.0,2003.0,6.4,2.35,50129186.0,6.9,1,1.6111111111111114,9612772.11111111,2,8
95,Color,121.0,333130696.0,Action|Adventure|Sci-Fi,3.0,English,PG-13,170000000.0,2014.0,8.1,2.35,322157.0,6.8,1,5.204409171075838,63266998.1712522,34,9
96,Color,169.0,187991439.0,Adventure|Drama|Sci-Fi,1.0,English,PG-13,165000000.0,2014.0,8.6,2.35,232176591.0,8.4,7,5.29537037037037,74831134.75185184,38,8
97,Color,148.0,292568851.0,Action|Adventure|Sci-Fi|Thriller,0.0,English,PG-13,160000000.0,2010.0,8.8,2.35,176907328.8,8.3,5,3.1243686868686873,23975615.80555556,21,9
100,Color,106.0,144512310.0,Action|Crime|Thriller,2.0,English,PG-13,38000000.0,2001.0,6.7,2.35,39736698.333333336,5.933333333333333,3,3.1444444444444444,37003636.51851852,8,7
101,Color,166.0,127490802.0,Drama|Fantasy|Romance,2.0,English,PG-13,150000000.0,2008.0,7.8,2.35,61540772.66666666,7.683333333333334,6,5.247222222222222,51301471.12037037,24,7
102,Color,132.0,146405371.0,Action|Adventure|Sci-Fi,3.0,English,PG-13,160000000.0,2011.0,7.8,2.35,0.0,0.0,0,4.592962962962964,48614959.30617284,20,7
103,Color,137.0,281666058.0,Adventure|Sci-Fi,1.0,English,PG-13,160000000.0,2015.0,6.6,2.35,269208978.25,7.1,4,4.583376068376069,119412424.87248676,38,9
104,Color,109.0,63143812.0,Action|Adventure|Family|Fantasy,0.0,English,PG,150000000.0,2010.0,6.1,2.35,90056157.0,6.56,5,2.192063492063492,19391965.605820104,24,5
105,Color,98.0,60655503.0,Action|Adventure|Drama|Thriller,0.0,English,PG-13,160000000.0,2006.0,5.6,2.35,139072769.75,6.65,4,3.0,15463265.666666664,5,5
106,Color,113.0,76846624.0,Adventure|Family|Fantasy,1.0,English,PG,170000000.0,2016.0,6.4,1.85,69902407.5,6.75,2,4.567058823529411,96244628.71339871,59,6
107,Color,93.0,320706665.0,Adventure|Animation|Comedy|Family|Fantasy,2.0,English,PG,160000000.0,2007.0,6.1,1.85,0.0,0.0,0,4.461111111111111,77642929.0,11,9
108,Color,123.0,46978995.0,Action|Adventure|Fantasy,0.0,English,PG-13,160000000.0,2016.0,7.3,2.35,54696902.0,7.5,1,3.3981481481481484,29246680.05555555,11,5
109,Color,126.0,89732035.0,Action|Adventure|Sci-Fi,2.0,English,PG-13,155000000.0,2015.0,6.6,2.35,206360018.0,7.1,1,0.7398467432950192,10050389.444444444,29,6
110,Color,113.0,104383624.0,Adventure|Family|Fantasy,4.0,English,PG,155000000.0,2010.0,6.3,1.78,28241213.0,5.85,2,2.0444444444444447,47819738.77777778,3,7
111, Black and White,184.0,198539855.0,Action|Drama|History|Romance|War,0.0,English,PG-13,140000000.0,2001.0,6.1,2.35,133795712.0,6.933333333333334,3,2.437037037037037,12506042.25925926,7,8
112,Color,144.0,318759914.0,Action|Adventure|Sci-Fi,0.0,English,PG-13,150000000.0,2007.0,7.1,2.35,115703095.28571428,6.757142857142855,7,3.6777777777777776,44670932.88888889,7,9
116,Color,102.0,227946274.0,Action|Drama,0.0,English,PG-13,150000000.0,2008.0,6.4,2.35,34950352.333333336,6.7,3,5.3157407407407415,52993417.19537038,33,9
117,Color,104.0,256386216.0,Drama|Horror|Sci-Fi,0.0,English,PG-13,150000000.0,2007.0,7.2,2.35,0.0,0.0,0,1.4949494949494948,20777494.63636364,12,9
118,Color,115.0,206456431.0,Adventure|Comedy|Family|Fantasy,3.0,English,PG,150000000.0,2005.0,6.7,1.85,112625754.11111109,7.066666666666666,9,2.7030864197530864,56387971.19753087,23,9
119,Color,111.0,206435493.0,Animation|Comedy|Family|Fantasy,0.0,English,G,150000000.0,2007.0,8.0,2.35,142298441.5,8.0,2,6.605,91710130.83333331,19,9
120,Color,128.0,205343774.0,Action|Adventure,0.0,English,PG-13,150000000.0,2005.0,8.3,2.35,46397033.0,7.85,2,3.85675925925926,58072034.98333333,32,9
121,Color,89.0,179982968.0,Action|Adventure|Animation|Comedy|Family,0.0,English,PG,150000000.0,2008.0,6.7,1.85,141891636.5,6.75,2,5.5555555555555545,59018407.18240741,26,8
122,Color,105.0,177243721.0,Adventure|Comedy|Family|Fantasy,2.0,English,PG,150000000.0,2009.0,5.9,2.35,103908999.66666669,5.666666666666668,6,3.5533950617283954,74500126.53395061,26,8
123,Color,119.0,179883016.0,Action|Adventure|Fantasy|Sci-Fi|Thriller,0.0,English,PG-13,150000000.0,2009.0,6.7,2.35,9664316.0,6.8,1,2.9544444444444444,31819040.244444445,10,8
125,Color,102.0,400736600.0,Adventure|Animation|Comedy|Family|Fantasy|Musical,0.0,English,PG,150000000.0,2013.0,7.6,2.24,0.0,0.0,0,2.255555555555555,26430726.94444445,4,9
126,Color,138.0,281492479.0,Action|Sci-Fi,0.0,English,R,150000000.0,2003.0,7.2,2.35,87590892.5,8.05,2,0.0,0.0,0,9
127,Color,112.0,206360018.0,Action|Adventure|Fantasy,3.0,English,PG-13,170000000.0,2013.0,7.1,2.35,0.0,0.0,0,4.6418803418803405,84750675.39850427,40,9
129,Color,146.0,133375846.0,Mystery|Thriller,2.0,English,PG-13,150000000.0,2009.0,6.7,2.35,125466253.22222222,7.0,9,3.1590277777777778,35997869.083333336,22,7
130,Color,115.0,181015141.0,Action|Adventure|Fantasy,1.0,English,PG-13,150000000.0,2011.0,7.0,2.35,0.0,0.0,0,3.867255892255892,45166627.53956229,30,8
131,Color,96.0,114053579.0,Adventure|Animation|Comedy|Drama|Family,0.0,English,PG,150000000.0,2008.0,6.9,1.85,0.0,0.0,0,3.4277777777777776,25383017.94444445,6,7
132,Color,88.0,119420252.0,Action|Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi,0.0,English,PG,150000000.0,2009.0,5.1,2.35,0.0,0.0,0,2.1555555555555554,2932557.0,3,7
133,Color,99.0,83640426.0,Action|Adventure|Fantasy,0.0,English,PG-13,150000000.0,2012.0,5.8,1.85,51731650.0,5.533333333333334,3,2.3627946127946124,51350186.95622895,16,6
134,Color,113.0,79711678.0,Comedy|Fantasy|Horror,7.0,English,PG-13,100000000.0,2012.0,6.2,1.85,149368941.3846154,6.976923076923077,13,3.68639846743295,60387999.99252874,45,6
136,Color,119.0,61937495.0,Drama|Fantasy|Horror|Thriller,0.0,English,R,150000000.0,2010.0,5.8,1.85,124226423.0,6.300000000000002,2,1.5466666666666669,14627102.855555555,12,5
137,Color,110.0,124051759.0,Action|Adventure|Drama|Romance,2.0,English,PG-13,180000000.0,2016.0,6.6,2.35,0.0,0.0,0,3.7981481481481487,37800007.46296296,9,7
138,Color,91.0,126597121.0,Adventure|Animation|Comedy|Family,0.0,English,PG,150000000.0,2007.0,6.2,1.85,0.0,0.0,0,4.840740740740742,47483543.92592593,22,7
139,Color,90.0,165230261.0,Action|Adventure|Animation|Comedy|Family,0.0,English,PG,150000000.0,2011.0,7.3,2.35,0.0,0.0,0,4.272222222222221,57761232.6111111,31,8
140,Color,103.0,131564731.0,Action|Adventure|Family|Fantasy,0.0,English,PG,150000000.0,2010.0,4.2,2.35,139573466.66666666,6.5166666666666675,6,0.7444444444444445,1468225.5555555557,1,7
141,Color,124.0,133382309.0,Action|Adventure|Thriller,0.0,English,PG-13,150000000.0,2006.0,6.9,2.35,0.0,0.0,0,4.038194444444445,46859892.35416666,29,7
142,Color,131.0,73103784.0,Action|Drama|Thriller,2.0,English,PG-13,150000000.0,2013.0,6.4,2.35,193076621.75,6.549999999999999,4,3.608333333333333,21945318.416666668,14,6
143,Color,88.0,21379315.0,Action|Adventure|Animation|Comedy|Family|Sci-Fi,0.0,English,PG,150000000.0,2011.0,5.4,2.35,56684819.0,5.9,1,2.1722222222222216,32840496.77777778,4,4
145,Color,111.0,34964818.0,Adventure|Family|Fantasy,4.0,English,PG,150000000.0,2015.0,5.8,2.35,40247512.0,6.8,1,3.1657407407407416,55106787.48148149,16,4
146,Color,92.0,111505642.0,Adventure|Animation|Comedy|Family|Sci-Fi,2.0,English,PG,145000000.0,2014.0,6.9,1.85,55198133.66666666,5.633333333333333,3,2.244444444444445,16834698.629629627,7,7
147,Color,196.0,133228348.0,Adventure,2.0,English,R,175000000.0,2004.0,7.2,2.35,141020910.33333334,6.466666666666666,3,4.488888888888889,114058543.5,16,7
148,Color,93.0,216366733.0,Adventure|Animation|Comedy|Family,0.0,English,PG,145000000.0,2012.0,6.9,1.85,154588747.0,6.733333333333333,3,5.6896296296296285,55864499.07777778,26,9
150,Color,116.0,118099659.0,Action|Comedy|Fantasy|Sci-Fi,4.0,English,PG-13,144000000.0,2016.0,5.5,2.35,115100827.0,6.166666666666668,3,1.4388888888888889,2124684.75925926,5,7
151,Color,153.0,201573391.0,Action|Adventure|Sci-Fi|Thriller,0.0,English,PG-13,140000000.0,1998.0,6.6,2.35,99906872.5,7.1,2,3.784259259259259,23193857.314814813,15,9
152,Color,88.0,190418803.0,Action|Adventure|Comedy|Family|Fantasy|Mystery|Sci-Fi,2.0,English,PG-13,140000000.0,2002.0,6.1,1.85,137368067.25,6.45,4,4.091666666666667,34186368.0,15,8
153,Color,115.0,82161969.0,Action|Adventure|Animation|Fantasy,1.0,English,PG-13,150000000.0,2007.0,6.3,2.35,143934482.0,7.466666666666668,9,3.0188888888888883,19675781.855555557,16,6
154,Color,95.0,143523463.0,Action|Adventure|Animation|Comedy|Family,0.0,English,PG,145000000.0,2016.0,7.2,2.35,0.0,0.0,0,5.339232804232804,122141905.69444446,58,7
155,Color,133.0,209364921.0,Action|Adventure|Thriller,3.0,English,PG-13,145000000.0,2011.0,7.4,2.35,163677458.66666666,8.0,3,3.1749999999999994,30569784.18827161,26,9
156,Color,97.0,103400692.0,Adventure|Animation|Family|Fantasy,0.0,English,PG,145000000.0,2012.0,7.3,1.85,0.0,0.0,0,1.5873015873015872,23107242.0,9,7
157,Color,90.0,110332737.0,Comedy|Crime,1.0,English,PG-13,100000000.0,2005.0,6.1,2.35,40933521.0,6.15,2,2.266666666666667,11230413.805555554,6,7
158,Color,154.0,111110575.0,Action|Drama|History|War,1.0,English,R,140000000.0,2003.0,7.7,2.35,44007943.0,7.239999999999998,5,3.68005698005698,48928643.60113961,20,7
160,Color,127.0,257704099.0,Action|Adventure|Sci-Fi,0.0,English,PG-13,150000000.0,2009.0,8.0,2.35,133382309.0,6.9,1,2.1783068783068784,24400719.984126985,13,9
161,Color,121.0,403706375.0,Action|Adventure|Fantasy|Romance,0.0,English,PG-13,139000000.0,2002.0,7.3,1.85,17530844.0,7.3,3,3.61037037037037,25747825.05185185,15,9
162,Color,102.0,176997107.0,Action|Adventure|Animation|Comedy|Family|Fantasy,5.0,English,PG,145000000.0,2014.0,7.9,2.35,181579762.0,7.699999999999998,2,5.105555555555554,42126523.71111111,31,8
163,Color,126.0,31141074.0,Action|Adventure|Fantasy,4.0,English,PG-13,140000000.0,2016.0,5.5,2.35,91812208.33333331,6.966666666666666,3,2.0284722222222222,25240022.60416667,19,4
164,Color,121.0,31704416.0,Action|Adventure|Sci-Fi|Thriller,0.0,English,PG-13,135000000.0,2005.0,5.0,2.35,99135863.0,6.242857142857143,7,5.403703703703703,61175399.20370371,13,4
165,Color,215.0,107503316.0,Action|Drama|Mystery|Sci-Fi,1.0,English,R,130000000.0,2009.0,7.7,2.35,109454620.0,7.5,3,3.0500000000000003,806609.6111111109,5,7
166,Color,127.0,129734803.0,Action|Crime|Thriller,2.0,English,R,140000000.0,1998.0,6.6,2.35,84002315.6,6.92,5,2.2527777777777778,32643284.38888889,6,7
167,Color,138.0,132122995.0,Action|Sci-Fi,0.0,English,PG-13,137000000.0,2003.0,5.7,1.85,17056137.0,7.333333333333332,3,0.8222222222222223,1761665.333333333,1,7
